book_id,title,authors,average_rating,ratings_count,original_publication_year,language_code
318,Orphan Train,Christina Baker Kline,4.14,226091,2013.0,eng
319,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,4.3,300553,2012.0,eng
320,"Where'd You Go, Bernadette",Maria Semple,3.9,215453,2012.0,eng
322,Neverwhere,Neil Gaiman,4.18,268318,1996.0,eng
323,The Unbearable Lightness of Being,"Milan Kundera, Michael Henry Heim",4.08,205279,1984.0,eng
324,Fangirl,Rainbow Rowell,4.12,340379,2013.0,eng
325,A Prayer for Owen Meany,John Irving,4.22,226964,1989.0,eng
326,White Oleander,Janet Fitch,3.93,245674,1999.0,eng
327,"Legend (Legend, #1)",Marie Lu,4.19,299998,2011.0,eng
328,Nineteen Minutes,Jodi Picoult,4.1,235978,2007.0,eng
329,The Last Lecture,"Randy Pausch, Jeffrey Zaslow",4.25,241869,2008.0,eng
330,"The Eye of the World (Wheel of Time, #1)",Robert Jordan,4.18,260184,1990.0,eng
331,The Pact,Jodi Picoult,4.0,221225,1998.0,en-US
332,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,4.01,268355,1953.0,eng
333,Still Alice,Lisa Genova,4.3,223432,2007.0,eng
334,"Reflected in You (Crossfire, #2)",Sylvia Day,4.33,252564,2012.0,eng
335,James and the Giant Peach,"Roald Dahl, Quentin Blake",3.99,270402,1961.0,eng
336,"1st to Die (Women's Murder Club, #1)",James Patterson,4.05,233984,2001.0,en-US
337,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,4.37,222842,1996.0,eng
338,One Day,David Nicholls,3.77,222926,2009.0,eng
339,Goodnight Moon,"Margaret Wise Brown, Clement Hurd",4.27,244842,1947.0,en-US
340,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.94,253437,2010.0,en-US
341,The Iliad,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",3.83,241088,-750.0,eng
342,The Casual Vacancy,J.K. Rowling,3.28,231835,2012.0,eng
343,The Runaway Jury,John Grisham,3.96,222712,1996.0,eng
344,Naked,David Sedaris,4.08,201337,1997.0,en-US
345,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,3.96,250000,2005.0,en-US
346,"The Wonderful Wizard of Oz (Oz, #1)","L. Frank Baum, W.W. Denslow",3.98,247521,1900.0,eng
347,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,3.96,250221,1951.0,eng
348,We Were Liars,E. Lockhart,3.85,273442,2014.0,eng
349,'Salem's Lot,Stephen King,3.99,228680,1975.0,en-GB
350,Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman",4.08,232489,1971.0,eng
351,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.46,307994,2011.0,eng
352,Yes Please,Amy Poehler,3.81,251082,2014.0,eng
353,Othello,William Shakespeare,3.88,238875,1603.0,eng
354,Beloved,Toni Morrison,3.77,233825,1987.0,eng
355,"Graceling (Graceling Realm, #1)",Kristin Cashore,4.1,281185,2008.0,en-CA
356,"The Bad Beginning (A Series of Unfortunate Events, #1)","Lemony Snicket, Brett Helquist",3.89,275670,1999.0,eng
357,All Quiet on the Western Front,"Erich Maria Remarque, A.W. Wheen",3.92,249113,1929.0,en-US
358,"Oh, The Places You'll Go!",Dr. Seuss,4.34,257260,1990.0,en-US
359,And the Mountains Echoed,Khaled Hosseini,4.03,199326,2012.0,eng
360,Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny",4.08,223828,1968.0,eng
361,Oliver Twist,"Charles Dickens, George Cruikshank, Philip Horne",3.85,230181,1838.0,eng
362,The Screwtape Letters,C.S. Lewis,4.21,116277,1942.0,eng
363,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,4.08,259479,2010.0,en-US
364,How the Grinch Stole Christmas!,Dr. Seuss,4.36,250602,1957.0,eng
365,V for Vendetta,"Alan Moore, David   Lloyd",4.25,210682,1990.0,eng
366,John Adams,David McCullough,4.05,215780,2001.0,eng
367,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,3.94,205986,2003.0,eng
368,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,4.1,242503,1997.0,eng
369,"Stargirl (Stargirl, #1)",Jerry Spinelli,3.74,237560,2000.0,eng
370,"The Red Pyramid (Kane Chronicles, #1)",Rick Riordan,4.06,232791,2010.0,eng
371,Stranger in a Strange Land,Robert A. Heinlein,3.91,220301,1961.0,eng
372,Dress Your Family in Corduroy and Denim,David Sedaris,4.08,191923,2004.0,eng
373,The BFG,"Roald Dahl, Quentin Blake",4.22,245855,1982.0,eng
374,A Short History of Nearly Everything,Bill Bryson,4.19,191535,2003.0,en-US
375,The Call of the Wild,Jack London,3.83,223932,1903.0,eng
376,"The Death Cure (Maze Runner, #3)",James Dashner,3.77,223674,2011.0,eng
377,Stardust,Neil Gaiman,4.07,237602,1999.0,eng
378,The Namesake,Jhumpa Lahiri,3.96,184211,2003.0,en-US
379,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,3.99,226622,2011.0,eng
380,Norwegian Wood,"Haruki Murakami, Jay Rubin",4.02,183988,1987.0,eng
381,Where the Heart Is,Billie Letts,4.0,208333,1995.0,en-US
382,"Will Grayson, Will Grayson","John Green, David Levithan",3.84,236431,2010.0,eng
383,A Million Little Pieces,James Frey,3.62,184241,2003.0,en-CA
384,"Frostbite (Vampire Academy, #2)",Richelle Mead,4.3,256745,2008.0,eng
385,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.04,202135,2012.0,eng
386,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Scott O'Dell,3.8,236015,1960.0,en-CA
387,The Crucible,"Arthur Miller, Christopher Bigsby",3.55,242980,1953.0,eng
388,"Hatchet (Brian's Saga, #1)",Gary Paulsen,3.68,222553,1986.0,en-US
389,"The Final Empire (Mistborn, #1)",Brandon Sanderson,4.43,208944,2006.0,eng
390,The Strange Case of Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",3.79,223535,1886.0,eng
391,The Lorax,Dr. Seuss,4.35,226564,1971.0,eng
392,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,3.96,254852,2004.0,en-US
393,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.24,274987,2012.0,eng
394,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,4.37,266742,2008.0,en-US
395,For Whom the Bell Tolls,Ernest Hemingway,3.95,195063,1940.0,eng
396,Hotel on the Corner of Bitter and Sweet,Jamie Ford,3.98,197294,2009.0,eng
397,Perfume: The Story of a Murderer,"Patrick Süskind, John E. Woods",4.0,178135,1985.0,eng
398,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.73,179347,2001.0,eng
399,The Tales of Beedle the Bard,J.K. Rowling,4.06,284833,2007.0,en-US
400,Neuromancer,William Gibson,3.88,183878,1984.0,eng
401,A Farewell to Arms,Ernest Hemingway,3.79,186613,1929.0,en-US
402,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.15,195689,1843.0,en-GB
403,The Art of War,"Sun Tzu, Thomas Cleary",3.95,167332,-500.0,eng
404,Defending Jacob,William Landay,3.97,182025,2012.0,eng
405,Breakfast of Champions,Kurt Vonnegut Jr.,4.08,178154,1973.0,eng
406,The New Drawing on the Right Side of the Brain,Betty Edwards,3.84,218264,1979.0,en-US
407,Bel Canto,Ann Patchett,3.92,192330,2001.0,eng
408,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,4.0,171558,1997.0,eng
410,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,3.61,199346,1958.0,en-US
411,The Undomestic Goddess,Sophie Kinsella,3.82,200509,2005.0,eng
412,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.23,165675,1990.0,en-US
414,Little Bee,Chris Cleave,3.7,116784,2008.0,en-US
415,"Evermore (The Immortals, #1)",Alyson Noel,3.59,230031,2009.0,en-US
416,The Witches,"Roald Dahl, Quentin Blake",4.17,221431,1983.0,en-US
417,The Thirteenth Tale,Diane Setterfield,3.95,213200,2006.0,eng
418,"Spirit Bound (Vampire Academy, #5)",Richelle Mead,4.37,224247,2010.0,eng
419,"Blood Promise (Vampire Academy, #4)",Richelle Mead,4.35,231853,2009.0,en-US
420,Message in a Bottle,Nicholas Sparks,3.95,185116,1998.0,en-US
421,The Paris Wife,Paula McLain,3.79,191850,2011.0,eng
422,"Harry Potter Boxset (Harry Potter, #1-7)",J.K. Rowling,4.74,190050,1998.0,eng
423,"The Elite (The Selection, #2)",Kiera Cass,4.02,234247,2013.0,eng
424,The Name of the Rose,"Umberto Eco, William Weaver, Seán Barrett",4.11,200217,1980.0,en-US
425,Go Ask Alice,"Beatrice Sparks, Anonymous",3.77,196677,1971.0,eng
426,A Confederacy of Dunces,"John Kennedy Toole, Walker Percy",3.89,170776,1980.0,eng
427,The Importance of Being Earnest,Oscar Wilde,4.17,210630,1895.0,eng
428,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,4.47,277491,2012.0,eng
429,"The Color of Magic (Discworld, #1; Rincewind #1)",Terry Pratchett,3.97,190590,1983.0,eng
430,Kafka on the Shore,"Haruki Murakami, Philip Gabriel",4.13,167593,2002.0,en-US
431,"Red Dragon (Hannibal Lecter, #1)",Thomas Harris,4.01,194013,1981.0,eng
432,"I, Robot (Robot #0.1)",Isaac Asimov,4.17,198368,1950.0,eng
433,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,4.21,227021,2005.0,eng
434,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,4.07,226237,2010.0,en-US
435,Before I Fall,Lauren Oliver,3.92,220160,2010.0,eng
436,The God of Small Things,Arundhati Roy,3.91,165378,1997.0,eng
437,The Invention of Wings,Sue Monk Kidd,4.23,168006,2014.0,en-US
438,What Alice Forgot,Liane Moriarty,4.05,165704,2009.0,eng
439,A Brief History of Time,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",4.12,165628,1987.0,eng
440,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,4.26,168911,2010.0,eng
441,Under the Dome,Stephen King,3.89,183292,2009.0,eng
442,Snow Crash,Neal Stephenson,4.02,175883,1992.0,eng
443,Just Listen,Sarah Dessen,4.06,202180,2006.0,en-US
444,"Winnie-the-Pooh (Winnie-the-Pooh, #1)","A.A. Milne, Ernest H. Shepard",4.34,207550,1926.0,eng
445,Before I Go to Sleep,S.J. Watson,3.87,180896,2011.0,en-CA
446,A Study in Scarlet,Arthur Conan Doyle,4.15,201499,1887.0,eng
447,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,4.03,211645,2008.0,eng
448,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.9,170491,2002.0,en-US
449,"Betrayed (House of Night, #2)","P.C. Cast, Kristin Cast",3.93,205340,2007.0,en-US
450,"Storm Front (The Dresden Files, #1)",Jim Butcher,4.02,203053,2000.0,en-US
451,Northanger Abbey,"Jane Austen, Alfred MacAdam",3.8,205167,1817.0,eng
452,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.1,260048,2013.0,eng
453,Cold Mountain,Charles Frazier,3.83,185979,1997.0,en-US
454,If You Give a Mouse a Cookie,"Laura Joffe Numeroff, Felicia Bond",4.24,198083,1985.0,en-US
455,"Something Blue (Darcy & Rachel, #2)",Emily Giffin,3.92,172417,2005.0,en-US
456,A Streetcar Named Desire,Tennessee Williams,3.97,194493,1947.0,eng
457,The Historian,Elizabeth Kostova,3.77,190473,2005.0,eng
458,Station Eleven,Emily St. John Mandel,4.02,160466,2014.0,eng
459,A Man Called Ove,"Fredrik Backman, Henning Koch",4.35,183777,2012.0,eng
460,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,4.59,162099,2013.0,eng
461,"The Good Earth (House of Earth, #1)",Pearl S. Buck,3.97,182220,1931.0,eng
462,Ways of Seeing,John Berger,3.75,155658,1972.0,eng
463,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.31,178110,1992.0,eng
464,Holy Bible: King James Version,Anonymous,4.43,159457,1611.0,eng
466,The Hobbit: Graphic Novel,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",4.48,155338,1989.0,eng
467,The Brief Wondrous Life of Oscar Wao,Junot Díaz,3.89,160330,2007.0,eng
468,Their Eyes Were Watching God,Zora Neale Hurston,3.87,181106,1937.0,eng
469,Fantastic Beasts and Where to Find Them,"Newt Scamander, J.K. Rowling, Albus Dumbledore",3.95,185928,2001.0,eng
470,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb",4.06,214412,2012.0,eng
471,Mansfield Park,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",3.84,205064,1814.0,eng
472,Man's Search for Meaning,Viktor E. Frankl,4.33,171281,1946.0,eng
473,"In the Woods (Dublin Murder Squad, #1)",Tana French,3.74,188024,2007.0,eng
474,The God Delusion,Richard Dawkins,3.89,162740,2006.0,eng
475,"Where She Went (If I Stay, #2)",Gayle Forman,4.06,193141,2011.0,en-US
476,The World According to Garp,John Irving,4.07,167106,1978.0,eng
477,"Killing Floor (Jack Reacher, #1)",Lee Child,4.04,162972,1997.0,eng
478,Robinson Crusoe,"Daniel Defoe, Gerald McCann, Virginia Woolf",3.66,178188,1719.0,eng
479,The Prince,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",3.78,153128,1513.0,eng
480,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.06,192315,2000.0,eng
481,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.13,175771,1994.0,eng
482,The Kitchen House,Kathleen Grissom,4.18,168082,2010.0,en-CA
483,Franny and Zooey,J.D. Salinger,3.98,152906,1961.0,en-US
484,Choke,Chuck Palahniuk,3.69,154643,2001.0,eng
485,The Brothers Karamazov,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",4.3,155838,1880.0,eng
486,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,3.85,198809,2003.0,eng
488,The Green Mile,Stephen King,4.42,173950,1996.0,eng
489,The Prophet,Kahlil Gibran,4.22,142641,1923.0,eng
490,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,4.35,184007,1985.0,eng
491,"Untamed (House of Night, #4)","P.C. Cast, Kristin Cast",3.95,191743,2008.0,en-US
492,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.04,164287,1986.0,en-US
493,Mere Christianity,C.S. Lewis,4.31,184759,1952.0,eng
494,The Secret History,Donna Tartt,4.07,168405,1992.0,eng
495,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,145459,2000.0,eng
496,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,4.02,176062,1980.0,eng
497,Black Beauty,Anna Sewell,3.94,183255,1877.0,eng
498,War and Peace,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",4.11,168037,1869.0,eng
499,American Psycho,Bret Easton Ellis,3.81,166083,1991.0,eng
500,"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot,3.76,193140,2000.0,eng
501,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,3.75,180320,1998.0,eng
502,"The Walking Dead, Vol. 01: Days Gone Bye","Robert Kirkman, Tony Moore",4.3,164530,2004.0,en-GB
503,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,4.12,170841,1968.0,eng
504,Redeeming Love,Francine Rivers,4.48,157506,1991.0,eng
505,"Left Behind (Left Behind, #1)","Tim LaHaye, Jerry B. Jenkins",3.81,161173,1995.0,eng
506,"The One (The Selection, #3)",Kiera Cass,4.21,139544,2014.0,eng
507,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,4.49,129665,2010.0,eng
508,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,3.6,152786,2001.0,eng
509,Remember Me?,Sophie Kinsella,3.76,170096,2008.0,eng
510,"The Great Hunt (Wheel of Time, #2)",Robert Jordan,4.2,162595,1990.0,en-US
511,"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell,4.01,167379,1990.0,eng
512,The Complete Stories and Poems,Edgar Allan Poe,4.37,160063,1849.0,en-US
513,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",4.42,171384,1971.0,en-US
514,The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.29,139816,1892.0,eng
515,The Prince of Tides,Pat Conroy,4.22,159596,1986.0,eng
516,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.17,147717,2000.0,eng
517,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,4.07,198627,2008.0,eng
518,Peter Pan,"J.M. Barrie, Michael Hague",4.1,169306,1904.0,en-US
519,"Pretties (Uglies, #2)",Scott Westerfeld,3.85,193405,2005.0,eng
520,The Wind-Up Bird Chronicle,"Haruki Murakami, Jay Rubin",4.17,133408,1994.0,eng
521,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",Michael Connelly,4.14,149438,2005.0,eng
522,Cloud Atlas,David Mitchell,4.01,152441,2004.0,eng
523,The Things They Carried,Tim O'Brien,4.12,168678,1990.0,en-US
524,Wall and Piece,Banksy,3.83,149453,1988.0,eng
525,"Pandemonium (Delirium, #2)",Lauren Oliver,4.07,181656,2012.0,eng
526,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,3.89,150055,2004.0,eng
527,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,3.97,190565,2002.0,eng
528,"The Dragon Reborn (Wheel of Time, #3)",Robert Jordan,4.23,153809,1991.0,eng
529,Gulliver's Travels,"Jonathan Swift, Robert DeMaria Jr.",3.55,168727,1726.0,eng
530,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",4.06,175616,1598.0,eng
531,Beowulf,"Unknown, Seamus Heaney",3.42,155903,975.0,en-US
532,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",4.23,145267,1987.0,eng
533,Go Set a Watchman,Harper Lee,3.31,138669,2015.0,eng
534,When You Are Engulfed in Flames,David Sedaris,4.04,150898,2008.0,en-US
535,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,4.04,198283,2011.0,eng
536,"Red Queen (Red Queen, #1)",Victoria Aveyard,4.08,83354,2015.0,eng
537,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.03,155977,2011.0,eng
538,Midnight in the Garden of Good and Evil,John Berendt,3.9,167997,1994.0,eng
539,"Hopeless (Hopeless, #1)",Colleen Hoover,4.34,189938,2012.0,eng
540,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",4.2,199872,1905.0,eng
541,The Truth About Forever,Sarah Dessen,4.13,179415,2004.0,en-US
542,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.9,189671,1954.0,eng
543,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,4.42,206792,2010.0,eng
544,"Little House on the Prairie (Little House, #2)","Laura Ingalls Wilder, Garth Williams",4.18,195424,1935.0,eng
545,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",4.29,173469,1922.0,eng
546,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.76,139411,1974.0,eng
547,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",3.8,159752,1897.0,eng
548,"Pretty Little Liars (Pretty Little Liars, #1)",Sara Shepard,3.9,156328,2006.0,en-US
549,Corduroy,Don Freeman,4.28,160860,1948.0,en-US
550,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.17,133271,2006.0,eng
551,Life After Life,Kate Atkinson,3.74,138454,2013.0,eng
552,The Rescue,Nicholas Sparks,4.1,142092,2000.0,en-US
554,"Voyager (Outlander, #3)",Diana Gabaldon,4.38,157395,1993.0,eng
555,"Hamlet: Screenplay, Introduction And Film Diary","Kenneth Branagh, William Shakespeare",4.12,156869,1996.0,eng
556,Cujo,Stephen King,3.65,158215,1981.0,spa
557,The Virgin Suicides,Jeffrey Eugenides,3.83,159249,1993.0,eng
558,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,4.13,199572,2004.0,eng
559,Tess of the D'Urbervilles,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",3.77,171599,1891.0,eng
560,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",3.64,158877,1856.0,eng
561,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",4.22,178432,1961.0,en-US
562,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.64,144822,2010.0,eng
563,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,4.03,181323,2003.0,en-GB
564,It's Kind of a Funny Story,Ned Vizzini,4.14,161001,2006.0,en-US
565,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.35,150736,2007.0,eng
566,"After You (Me Before You, #2)",Jojo Moyes,3.7,99342,2015.0,eng
567,The Language of Flowers,Vanessa Diffenbaugh,4.07,140076,2011.0,eng
568,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)","Frank Miller, Klaus Janson, Lynn Varley",4.25,135979,1986.0,eng
569,"The Angel Experiment (Maximum Ride, #1)",James Patterson,4.08,172302,2005.0,eng
570,High Fidelity,Nick Hornby,3.94,134849,1995.0,eng
571,The Guardian,Nicholas Sparks,4.14,136427,2003.0,en-US
572,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,4.0,151500,2003.0,eng
573,"Men Are from Mars, Women Are from Venus",John Gray,3.52,113915,1998.0,en-US
574,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.0,134177,2000.0,eng
575,Timeline,Michael Crichton,3.83,148563,1999.0,en-US
576,Candide,Voltaire,3.76,151471,1759.0,eng
577,Tuck Everlasting,Natalie Babbitt,3.85,174280,1975.0,eng
578,Christine,"Stephen King, Marie Milpois",3.72,151160,1983.0,fre
579,Are You My Mother?,P.D. Eastman,4.16,174204,1960.0,eng
580,The Story of Art,E.H. Gombrich,3.83,164708,1950.0,en-US
581,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.3,193766,2013.0,eng
582,"Rich Dad, Poor Dad",Robert T. Kiyosaki,3.95,153764,1997.0,eng
583,"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.16,190722,2011.0,eng
584,The Magicians (The Magicians #1),Lev Grossman,3.47,147908,2009.0,eng
585,"Death Note, Vol. 1: Boredom (Death Note, #1)","Tsugumi Ohba, Takeshi Obata",4.42,139501,2004.0,eng
586,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,3.79,173613,2003.0,eng
587,Everything Is Illuminated,Jonathan Safran Foer,3.9,131492,2002.0,eng
588,"The Bourne Supremacy (Jason Bourne, #2)",Robert Ludlum,4.09,142168,1986.0,en-US
589,"Easy (Contours of the Heart, #1)",Tammara Webber,4.11,133937,2012.0,en-CA
590,David Copperfield,"Charles Dickens, Jeremy Tambling",3.96,150512,1849.0,eng
591,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",4.11,160607,2007.0,eng
